%time Phouse1 Phouse2 Phouse5
618 1179.15789474 940.231578947 3336.88421053
619 1178.65263158 940.294736842 3327.47368421
620 1172.71578947 940.736842105 3316.92631579
621 1186.23157895 937.957894737 3329.43157895
622 1173.47368421 939.978947368 3344.96842105
623 1180.16842105 936.821052632 3332.58947368
624 1173.22105263 940.294736842 3327.47368421
625 1187.11578947 941.557894737 3357.6
626 1171.64210526 944.778947368 3332.58947368
627 1180.54736842 941.305263158 3314.71578947
628 1174.35789474 941.115789474 3300.69473684
629 1179.09473684 941.621052632 3347.17894737
630 1170.63157895 939.536842105 3342.94736842
631 1183.76842105 942.126315789 3335.30526316
632 1178.90526316 943.389473684 3342.31578947
633 1180.67368421 945.536842105 3358.73684211
634 1174.42105263 945.221052632 3341.74736842
635 1186.48421053 941.873684211 3321.91578947
636 1173.53684211 941.052631579 3353.36842105
637 1181.81052632 941.115789474 3360
638 1185.09473684 944.589473684 3340.92631579
639 1176.12631579 946.547368421 3362.14736842
640 1180.16842105 945.221052632 3365.74736842
641 1172.4 943.326315789 3378.56842105
642 1184.21052632 942.378947368 3351.78947368
643 1169.74736842 942.884210526 3350.84210526
644 1181.81052632 938.968421053 3342.94736842
645 1177.32631579 938.778947368 3377.87368421
646 1180.23157895 945.789473684 3360.31578947
647 1172.90526316 941.621052632 3355.01052632
648 1186.54736842 941.242105263 3346.48421053
649 1172.08421053 943.957894737 3436.54736842
650 1181.36842105 942.252631579 3389.68421053
651 1180.16842105 946.105263158 3400.10526316
652 1180.48421053 940.547368421 3400.29473684
653 1173.72631579 944.589473684 3424.04210526
654 1187.62105263 948 3342.88421053
655 1174.92631579 943.894736842 3315.66315789
656 1182.06315789 937.705263158 3307.2
657 1179.41052632 939.915789474 3371.05263158
658 1186.92631579 939.094736842 3350.84210526
659 1173.6 942.378947368 3354.50526316
660 1187.49473684 943.768421053 3372.06315789
661 1172.96842105 941.747368421 3377.05263158
662 1182.06315789 942.821052632 3351.53684211
663 1176.25263158 944.147368421 3355.07368421
664 1183.01052632 941.621052632 3324.94736842
665 1170.37894737 944.210526316 3360.69473684
666 1183.01052632 943.2 3348.63157895
667 1177.83157895 939.094736842 3322.86315789
668 1180.8 938.589473684 3327.47368421
669 1173.6 938.589473684 3344.65263158
670 1181.87368421 941.873684211 3341.68421053
671 1167.91578947 939.473684211 3356.90526316
672 1183.64210526 940.168421053 3329.49473684
673 1174.67368421 942.378947368 3322.67368421
674 1179.72631579 941.305263158 3346.10526316
675 1176.18947368 941.936842105 3347.30526316
676 1181.74736842 940.926315789 3347.30526316
677 1179.47368421 940.8 3332.21052632
678 1177.45263158 943.326315789 3351.66315789
679 1185.47368421 944.210526316 3320.96842105
680 1172.90526316 938.4 3361.26315789
681 1182.88421053 940.421052632 3336.25263158
682 1180.23157895 939.915789474 3331.83157895
683 1182.75789474 941.621052632 3343.32631579
684 1176.06315789 942.189473684 3338.14736842
685 1191.85263158 944.968421053 3335.17894737
686 1175.05263158 945.978947368 3339.72631579
687 1182.69473684 941.621052632 3316.61052632
688 1179.15789474 940.357894737 3321.03157895
689 1181.68421053 944.842105263 3338.96842105
690 1171.57894737 939.915789474 3327.78947368
691 1183.01052632 939.6 3342.75789474
692 1174.29473684 944.210526316 3346.42105263
693 1178.14736842 942.252631579 3350.02105263
694 1174.61052632 940.989473684 3340.98947368
695 1186.23157895 938.336842105 3335.24210526
696 1167.34736842 943.768421053 3356.96842105
697 1181.05263158 939.536842105 3368.71578947
698 1175.81052632 940.736842105 3329.87368421
699 1180.29473684 940.105263158 3318.44210526
700 1168.35789474 939.221052632 3329.43157895
701 1184.71578947 935.873684211 3337.2
702 1176.75789474 934.168421053 3333.03157895
703 1182.50526316 939.915789474 3356.14736842
704 1177.57894737 941.684210526 3362.90526316
705 1187.68421053 942.947368421 3338.84210526
706 1173.53684211 940.484210526 3342.82105263
707 1186.04210526 939.852631579 3337.26315789
708 1181.81052632 943.578947368 3327.41052632
709 1184.46315789 945.031578947 3325.13684211
710 1176.25263158 938.4 3322.8
711 1189.70526316 934.421052632 3311.24210526
712 1181.55789474 941.178947368 3318.88421053
713 1177.57894737 947.242105263 3345.53684211
714 1188.69473684 945.284210526 3305.93684211
715 1172.58947368 942.757894737 3325.2
716 1180.04210526 941.936842105 3325.2
717 1177.32631579 943.768421053 3384.37894737
718 1182.12631579 944.273684211 3376.92631579
719 1166.96842105 943.326315789 3333.97894737
720 1184.58947368 938.021052632 3326.90526316
721 1175.24210526 940.484210526 3379.70526316
722 1179.66315789 940.294736842 3341.11578947
723 1174.10526316 945.157894737 3323.30526316
724 1186.04210526 946.989473684 3340.42105263
725 1171.70526316 939.284210526 3337.83157895
726 1183.32631579 939.284210526 3322.42105263
727 1180.86315789 936.757894737 3321.41052632
728 1179.28421053 938.589473684 3337.76842105
729 1177.38947368 942.505263158 3328.16842105
730 1189.07368421 940.231578947 3339.78947368
731 1177.64210526 938.526315789 3338.96842105
732 1187.43157895 943.263157895 3316.04210526
733 1184.90526316 945.094736842 3347.49473684
734 1183.89473684 941.810526316 3346.29473684
735 1179.6 943.2 3346.67368421
736 1191.47368421 940.357894737 3338.77894737
737 1177.95789474 936.694736842 3325.32631579
738 1186.10526316 940.484210526 3329.36842105
739 1185.66315789 942 3358.86315789
740 1185.47368421 940.105263158 3374.14736842
741 1178.46315789 941.178947368 3384.50526316
742 1188.06315789 941.305263158 3341.87368421
743 1177.51578947 945.031578947 3395.43157895
744 1182.37894737 944.273684211 3347.74736842
745 1180.16842105 943.705263158 3379.95789474
746 1187.68421053 938.778947368 3367.89473684
747 1176.06315789 937.389473684 3352.61052632
748 1182.37894737 938.968421053 3338.77894737
749 1185.22105263 943.263157895 3344.58947368
750 1172.65263158 940.168421053 3337.83157895
751 1191.53684211 944.336842105 3324.25263158
752 1175.43157895 943.831578947 3310.29473684
753 1184.71578947 941.621052632 3346.73684211
754 1178.77894737 946.357894737 3359.17894737
755 1185.41052632 942.126315789 3326.14736842
756 1173.78947368 939.347368421 3375.53684211
757 1187.62105263 939.663157895 3335.49473684
758 1177.2 945.473684211 3367.45263158
759 1187.49473684 944.4 3314.14736842
760 1177.51578947 941.621052632 3323.43157895
761 1191.78947368 946.989473684 3335.17894737
762 1177.89473684 944.526315789 3322.35789474
763 1189.26315789 944.463157895 3340.04210526
764 1184.84210526 941.178947368 3347.55789474
765 1182.44210526 943.326315789 3302.96842105
766 1176.63157895 940.168421053 3350.27368421
767 1190.46315789 938.4 3335.17894737
768 1174.23157895 939.536842105 3342.75789474
769 1184.65263158 944.842105263 3365.05263158
770 1178.46315789 944.715789474 3348.82105263
771 1183.01052632 943.010526316 3395.68421053
772 1174.8 942.821052632 3407.74736842
773 1186.73684211 942 3394.54736842
774 1176.06315789 939.663157895 3384.88421053
775 1181.36842105 937.957894737 3371.11578947
776 1174.16842105 944.842105263 3357.6
777 1192.10526316 943.578947368 3352.35789474
778 1170.50526316 948.378947368 3348.56842105
779 1185.85263158 959.368421053 3352.54736842
780 1177.57894737 956.273684211 3347.81052632
781 1182.88421053 956.652631579 3369.03157895
782 1177.38947368 950.463157895 3357.09473684
783 1192.67368421 939.663157895 3344.96842105
784 1180.48421053 957.221052632 3375.6
785 1180.8 948.252631579 3384.63157895
786 1187.81052632 943.642105263 3371.30526316
787 1177.01052632 944.968421053 3378.37894737
788 1182.12631579 944.589473684 3382.8
789 1176.50526316 948.063157895 3368.21052632
790 1187.55789474 952.042105263 3358.54736842
791 1170.75789474 961.642105263 3357.91578947
792 1186.04210526 953.178947368 3350.4
793 1178.71578947 946.547368421 3348.44210526
794 1182.94736842 943.705263158 3346.42105263
795 1174.23157895 944.021052632 3354.18947368
796 1190.4 947.052631579 3340.92631579
797 1175.81052632 944.652631579 3351.6
798 1182.37894737 950.273684211 3340.73684211
799 1179.53684211 951.031578947 3342.69473684
800 1182.12631579 947.873684211 3345.15789474
801 1171.83157895 947.494736842 3347.81052632
802 1188 947.368421053 3324.69473684
803 1178.58947368 945.663157895 3353.05263158
804 1182.31578947 945.094736842 3330.18947368
805 1176.44210526 943.2 3366.94736842
806 1188.25263158 947.242105263 3335.68421053
807 1179.09473684 945.031578947 3340.16842105
808 1187.36842105 954.315789474 3340.35789474
809 1184.65263158 953.494736842 3388.54736842
810 1186.16842105 947.431578947 3361.51578947
811 1179.28421053 951.915789474 3389.30526316
812 1196.33684211 949.136842105 3370.29473684
813 1181.81052632 951.410526316 3371.74736842
814 1193.49473684 954.063157895 3368.4
815 1188.25263158 966.252631579 3366.06315789
816 1195.83157895 967.957894737 3335.11578947
817 1185.91578947 966.821052632 3368.14736842
818 1203.09473684 965.494736842 3399.78947368
819 1193.74736842 965.621052632 3379.13684211
820 1195.26315789 960.568421053 3390.18947368
821 1198.98947368 962.273684211 3405.6
822 1197.78947368 954.505263158 3381.34736842
823 1199.30526316 948.884210526 3387.66315789
824 1193.17894737 959.115789474 3392.33684211
825 1204.42105263 962.084210526 3391.57894737
826 1189.32631579 968.147368421 3395.49473684
827 1201.01052632 967.073684211 3365.68421053
828 1202.08421053 961.326315789 3364.92631579
829 1197.28421053 949.768421053 3359.55789474
830 1192.29473684 948.757894737 3356.58947368
831 1205.68421053 947.810526316 3340.86315789
832 1191.91578947 958.168421053 3342.56842105
833 1200.94736842 955.136842105 3356.33684211
834 1197.97894737 951.410526316 3348.69473684
835 1201.57894737 955.578947368 3371.36842105
836 1190.96842105 955.2 3337.51578947
837 1205.11578947 956.273684211 3348.12631579
838 1196.14736842 954.126315789 3330.44210526
839 1201.64210526 955.515789474 3336.18947368
840 1195.2 938.778947368 3321.85263158
841 1209.97894737 936.821052632 3345.15789474
842 1197.53684211 936.568421053 3338.27368421
843 1207.57894737 937.136842105 3316.73684211
844 1204.42105263 933.789473684 3361.2
845 1204.8 937.263157895 3389.11578947
846 1196.90526316 941.368421053 3371.87368421
847 1211.93684211 926.210526316 3376.10526316
848 1197.22105263 686.842105263 3355.51578947
849 1208.27368421 679.894736842 3372.75789474
850 1203.72631579 685.894736842 3363.15789474
851 1207.89473684 685.705263158 3377.11578947
852 1200.12631579 686.273684211 3356.21052632
853 1216.86315789 685.894736842 3372.37894737
854 1202.02105263 685.326315789 3369.09473684
855 1212.50526316 687.726315789 3381.97894737
856 1210.48421053 684.505263158 3378.82105263
857 1205.55789474 684.315789474 3377.62105263
858 1209.6 685.831578947 3372.63157895
859 1209.47368421 684.189473684 3386.90526316
860 1210.23157895 683.936842105 3378.18947368
861 1201.83157895 684.568421053 3383.55789474
862 1215.66315789 683.242105263 3365.43157895
863 1203.15789474 684.189473684 3371.05263158
864 1210.92631579 684 3384.37894737
865 1208.96842105 683.052631579 3383.05263158
866 1212.50526316 685.010526316 3385.38947368
867 1200.50526316 686.652631579 3384.50526316
868 1213.38947368 690.694736842 3370.10526316
869 1205.30526316 688.042105263 3354.82105263
870 1212.94736842 688.989473684 3343.32631579
871 1206.25263158 687.094736842 3349.13684211
872 1215.22105263 688.042105263 3374.33684211
873 1201.2 686.084210526 3385.13684211
874 1215.6 685.831578947 3357.03157895
875 1206.06315789 684.378947368 3361.70526316
876 1211.87368421 683.242105263 3339.09473684
877 1208.27368421 687.094736842 3349.32631579
878 1211.87368421 686.905263158 3342.25263158
879 1199.62105263 687.284210526 3348.50526316
880 1213.95789474 687.978947368 3402.63157895
881 1205.93684211 683.936842105 3355.32631579
882 1208.84210526 682.294736842 3362.90526316
883 1204.98947368 684.505263158 3376.61052632
884 1214.46315789 684.378947368 3368.02105263
885 1199.55789474 683.621052632 3384.37894737
886 1212.50526316 686.778947368 3391.2
887 1202.65263158 683.368421053 3375.03157895
888 1206.50526316 681.978947368 3398.96842105
889 1201.45263158 686.652631579 3378.44210526
890 1214.14736842 687.347368421 3387.03157895
891 1198.35789474 686.4 3367.2
892 1211.11578947 684.442105263 3357.72631579
893 1208.96842105 682.673684211 3351.97894737
894 1201.89473684 686.463157895 3376.48421053
895 1208.02105263 688.357894737 3390.12631579
896 1208.46315789 688.421052632 3385.38947368
897 1209.03157895 684.252631579 3386.58947368
898 1205.68421053 682.610526316 3401.17894737
899 1215.22105263 686.021052632 3358.04210526
900 1199.24210526 686.778947368 3376.8
901 1210.23157895 688.105263158 3365.43157895
902 1208.4 685.389473684 3369.09473684
903 1207.2 683.621052632 3331.64210526
904 1201.07368421 687.410526316 3363.34736842
905 1214.4 685.705263158 3345.97894737
906 1200 685.768421053 3365.68421053
907 1209.09473684 685.010526316 3353.36842105
908 1202.14736842 683.178947368 3353.17894737
909 1210.10526316 685.389473684 3369.97894737
910 1197.15789474 687.031578947 3359.36842105
911 1210.10526316 688.105263158 3363.41052632
912 1206.88421053 683.747368421 3368.77894737
913 1206.94736842 682.484210526 3391.64210526
914 1201.13684211 683.873684211 3427.51578947
915 1212.75789474 686.968421053 3410.08421053
916 1195.07368421 687.347368421 3418.98947368
917 1208.84210526 680.336842105 3414.12631579
918 1203.22105263 684.947368421 3420.56842105
919 1204.8 684.947368421 3408.94736842
920 1197.72631579 687.726315789 3418.48421053
921 1211.81052632 683.242105263 3418.98947368
922 1196.27368421 682.294736842 3434.71578947
923 1204.42105263 683.305263158 3408.31578947
924 1201.26315789 685.010526316 3422.96842105
925 1202.84210526 688.8 3404.27368421
926 1194.69473684 687.221052632 3401.68421053
927 1214.84210526 686.905263158 3390.37894737
928 1197.22105263 685.957894737 3343.57894737
929 1203.66315789 688.357894737 3370.23157895
930 1204.54736842 685.894736842 3389.36842105
931 1203.97894737 682.231578947 3342.69473684
932 1201.64210526 682.484210526 3352.86315789
933 1195.26315789 685.136842105 3359.62105263
934 1211.05263158 686.210526316 3343.51578947
935 1193.49473684 683.494736842 3352.04210526
936 1201.38947368 683.431578947 3352.42105263
937 1196.4 684.442105263 3363.15789474
938 1203.28421053 685.642105263 3404.08421053
939 1194.06315789 685.957894737 3419.55789474
940 1204.8 680.526315789 3309.09473684
941 1199.05263158 687.284210526 3356.33684211
942 1198.67368421 686.273684211 3371.43157895
943 1192.48421053 687.410526316 3342.69473684
944 1200.75789474 682.863157895 3359.81052632
945 1189.13684211 682.989473684 3347.68421053
946 1196.27368421 685.768421053 3370.48421053
947 1193.05263158 684.252631579 3361.95789474
948 1206.63157895 680.147368421 3340.35789474
949 1186.98947368 684.189473684 3356.08421053
950 1201.26315789 687.284210526 3364.92631579
951 1194.31578947 684.947368421 3364.48421053
952 1195.64210526 679.957894737 3375.41052632
953 1189.76842105 685.263157895 3381.97894737
954 1200.18947368 686.842105263 3370.61052632
955 1189.64210526 691.010526316 3371.17894737
956 1194.25263158 679.136842105 3373.07368421
957 1189.01052632 686.147368421 3362.14736842
958 1203.15789474 684.315789474 3355.83157895
959 1187.05263158 683.747368421 3356.33684211
960 1196.71578947 683.936842105 3338.27368421
961 1190.58947368 686.4 3351.6
962 1197.66315789 685.578947368 3370.29473684
963 1185.15789474 687.410526316 3387.53684211
964 1198.48421053 680.715789474 3418.86315789
965 1192.29473684 685.894736842 3396.94736842
966 1194.50526316 686.526315789 3437.24210526
967 1190.21052632 684.252631579 3392.71578947
968 1190.52631579 680.526315789 3412.54736842
969 1190.84210526 685.642105263 3398.71578947
970 1183.51578947 687.978947368 3415.38947368
971 1193.68421053 688.863157895 3413.87368421
972 1186.23157895 680.778947368 3385.70526316
973 1189.07368421 686.273684211 3400.86315789
974 1183.01052632 687.789473684 3408.82105263
975 1199.24210526 687.915789474 3406.29473684
976 1180.98947368 680.905263158 3382.42105263
977 1190.02105263 684.568421053 3372.18947368
978 1185.28421053 687.726315789 3413.24210526
979 1189.45263158 688.484210526 3392.33684211
980 1178.27368421 681.094736842 3382.98947368
981 1191.72631579 685.642105263 3383.49473684
982 1186.8 689.242105263 3393.66315789
983 1186.10526316 687.726315789 3395.11578947
984 1180.86315789 682.294736842 3336.75789474
985 1196.4 685.389473684 3335.87368421
986 1180.54736842 690 3354.63157895
987 1190.02105263 689.242105263 3366.37894737
988 1186.54736842 687.410526316 3355.32631579
989 1190.52631579 684.884210526 3358.23157895
990 1178.65263158 686.715789474 3371.05263158
991 1187.30526316 686.778947368 3363.28421053
992 1182.31578947 688.926315789 3368.02105263
993 1185.15789474 686.778947368 3336.94736842
994 1178.65263158 685.136842105 3354.82105263
995 1197.34736842 687.663157895 3354.69473684
996 1172.90526316 688.547368421 3374.77894737
997 1187.87368421 683.052631579 3383.05263158
998 1183.64210526 681.915789474 3370.67368421
999 1188.44210526 684.694736842 3362.71578947
1000 1177.07368421 685.705263158 3364.61052632
1001 1189.89473684 687.536842105 3362.27368421
1002 1181.11578947 682.736842105 3387.28421053
1003 1180.67368421 686.778947368 3377.81052632
1004 1185.6 689.431578947 3383.62105263
1005 1182.06315789 692.273684211 3368.84210526
